Price,Close,High,Low,Open,Volume
Ticker,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS
Date,,,,,
2020-09-25,51.01213455200195,51.30034164205939,48.70650348448014,49.042740203273304,24165575
2020-09-28,52.020851135253906,52.453154433429034,51.25230379470854,51.49247392245264,16189540
2020-09-29,51.82871627807617,52.501193394364705,51.15623916178763,52.35708984633664,18384412
2020-09-30,51.20426940917969,51.87674648545065,50.91606599497934,51.68460965441534,10804820
2020-10-01,52.309059143066406,52.501195995052996,51.39641184465937,51.39641184465937,13913795
2020-10-05,51.732643127441406,52.98153070119856,51.49247300398122,52.35708691431998,13583076
2020-10-06,52.453155517578125,52.597259063085176,51.684611825853125,51.97281525216182,10850162
2020-10-07,53.94221496582031,54.66272538656748,52.212987024262695,52.54922741943468,25064716
2020-10-08,52.837432861328125,54.27845375754617,51.63658211447976,53.846146755739625,16737366
2020-10-09,52.309059143066406,53.31777303511392,52.02085569743935,52.837432737500286,10432260
2020-10-12,50.771968841552734,52.88546691936345,50.531798688726646,52.30906001846312,12879607
2020-10-13,51.924781799316406,52.933495620656004,50.483761007486876,50.723931139458465,18622520
2020-10-14,50.86803436279297,51.876748177752646,50.195557264584735,51.780681591453764,15451124
2020-10-15,50.820003509521484,52.597261094314746,50.62786666299384,51.01213669134359,23963776
2020-10-16,52.020851135253906,52.453154433429034,50.24358999112439,51.44444062984488,24636965
2020-10-19,53.029563903808594,53.36580061020555,51.78067999685602,52.21298328659346,18875642
2020-10-20,52.597259521484375,53.94221374225381,52.40512268070225,52.83742965628567,17720431
2020-10-21,51.82871627807617,53.17366684594778,51.10820586734677,52.69332657212818,17054864
2020-10-22,52.933494567871094,53.41383482226087,51.34837392720802,51.780680889099884,15185237
2020-10-23,53.07760238647461,53.50990938319697,52.54922879701643,52.933498832665286,13365938
2020-10-26,51.78068542480469,53.50990975913741,50.86803812858014,53.46187646243204,20120597
2020-10-27,51.63657760620117,52.35708799140398,50.916067220998364,52.35708799140398,13240998
2020-10-28,51.01213455200195,51.97281507964572,50.8200013782375,51.68461165429367,13646853
2020-10-29,50.05145263671875,51.01213313772836,49.619149343028646,50.53179288722355,15351350
2020-10-30,50.0994873046875,50.77196069290738,49.619147076127526,50.38769070888247,12994219
2020-11-02,50.579830169677734,50.82000029647639,49.95538637411912,50.33966004287908,9575485
2020-11-03,51.49247360229492,51.73264372854575,50.57983005430602,50.62786334661513,11671919
2020-11-04,51.20426940917969,51.82871319386813,50.243588918708376,51.15623611759717,13555398
2020-11-05,53.17366409301758,53.65400434196879,51.39640663778019,51.39640663778019,22517409
2020-11-06,52.54922866821289,54.51862313211468,52.35709181850661,53.17366884887631,21662709
2020-11-09,52.78939437866211,53.413834506858386,51.78068058334098,53.26973463021553,22041528
2020-11-10,54.470584869384766,54.85485486905504,52.837427292846634,53.31776754096342,23878927
2020-11-11,54.998958587646484,56.1998092118309,54.47058504594639,55.191095420457046,40249499
2020-11-12,53.41383743286133,55.14306536494475,53.029567409391504,55.14306536494475,19585504
2020-11-13,53.07760238647461,53.557942679564874,52.453158539575014,52.83743223992947,15417488
2020-11-14,53.75008010864258,53.9902502577744,53.3658064041494,53.79811340552781,2578865
2020-11-17,55.383235931396484,55.91160950818709,53.70204494588651,54.27845181789344,26801425
2020-11-18,58.21723937988281,58.841683198071046,55.43126800687904,55.575367889357175,54298315
2020-11-19,56.824256896972656,59.033821463972515,56.43998320501375,57.881004052801345,28987133
2020-11-20,55.8155403137207,57.544768292013316,54.47058969857772,57.20852788969838,23428511
2020-11-23,56.536048889160156,57.40066284985183,55.527335044823516,56.536048889160156,24196085
2020-11-24,57.592796325683594,57.78493315734939,56.05570533706248,57.01638583068621,25057495
2020-11-25,59.081851959228516,61.387486672300064,57.83296801660866,58.07313814652422,75949155
2020-11-26,59.89842987060547,60.23467025656216,58.79364945456166,59.75432998922866,30119954
2020-11-27,62.348175048828125,62.68441180719897,59.99450674611474,60.522880365571424,56608140
2020-12-01,66.14286041259766,66.7192673290986,62.444241424854006,63.020648341354956,70704403
2020-12-02,65.27824401855469,66.91140544071278,64.07739326523756,66.76730188443246,46261091
2020-12-03,66.52713012695312,66.95943345594142,64.94200570497742,65.80661969236519,37361699
2020-12-04,68.832763671875,70.70608783434207,66.62319544947859,68.88079330228561,97738908
2020-12-07,68.832763671875,70.46591769405599,68.35242339130282,69.60130372314387,39355314
2020-12-08,69.16899871826172,70.22574584390854,67.48780777719286,70.12967925601535,43645664
2020-12-09,70.27378845214844,72.05104612399127,69.07293768341525,69.74541118214125,58476323
2020-12-10,69.79344177246094,70.56198179663504,68.2083174365739,70.12967849112528,29242808
2020-12-11,69.93754577636719,71.18642607237432,69.31310196365821,69.88950881792387,36847385
2020-12-14,70.5619888305664,71.18643270142508,69.93755228911921,70.5619888305664,20767955
2020-12-15,72.19514465332031,72.53138137926253,69.64933973505342,70.51395369419834,38943070
2020-12-16,73.15583038330078,73.44403017048946,71.71480945912315,72.53138651694152,36595158
2020-12-17,72.24317169189453,73.68419246231326,71.71480180705406,73.2518891629519,28073186
2020-12-18,73.05976104736328,73.44402741586906,70.75412618927281,72.05104350650771,49891456
2020-12-21,66.33499145507812,72.86761445726574,63.78918666426072,72.86761445726574,51731072
2020-12-22,68.832763671875,69.07293381216108,64.07739049656385,66.28695871896026,46224467
2020-12-23,71.23446655273438,71.52266632941074,68.68866154699836,69.16900183753681,30689573
2020-12-24,71.5707015991211,72.62744874745411,71.33053145952672,71.66676818907663,23223241
2020-12-28,74.16453552246094,74.88504593490484,72.14710783350021,72.29121138187118,35601036
2020-12-29,73.54009246826172,75.70162351277014,73.25188539722983,74.93307620962526,28745694
2020-12-30,72.81959533691406,73.92437220776368,72.24318109023055,73.92437220776368,17918812
2020-12-31,72.67548370361328,73.49206068984046,72.43531357063995,72.86761687822764,15495713
2021-01-01,74.30863189697266,74.6929055457266,72.81958158599016,73.01171474566202,19041567
2021-01-04,76.1339340209961,76.51820770906627,74.45274304892362,74.9811202861965,23712305
2021-01-05,77.95922088623047,78.96793097276627,74.83700938757202,74.93307596780254,46181972
2021-01-06,79.20811462402344,80.21683221235054,77.57496049278211,78.77581127440412,46157617
2021-01-07,78.63169860839844,80.36092646543705,78.29546189436611,79.8805862084164,35219703
2021-01-08,79.78451538085938,81.2735657008062,79.35220477487977,81.0333955850654,41178215
2021-01-11,80.02469635009766,80.64913287218589,78.91991220196951,80.31289613042809,25575169
2021-01-12,82.66656494140625,83.86741563881534,79.40024957857132,79.73648630796367,43670529
2021-01-13,82.47441864013672,84.2036464547295,80.45699107605213,83.48313608688426,37272052
2021-01-14,82.57048797607422,83.72330900070618,81.56177782510832,82.71459152032956,20620191
2021-01-15,82.18622589111328,84.53989036145761,81.03340480671947,83.00280291167695,35416980
2021-01-18,78.87187194824219,82.47442402257795,77.81512480565256,82.47442402257795,31480725
2021-01-19,82.04212188720703,82.33032165965872,79.35221336785818,79.49631691878956,25469132
2021-01-20,81.46571350097656,83.05083054357047,80.84126967813698,82.2342535426622,19476831
2021-01-21,79.73648834228516,82.33032298310104,78.96794094457096,82.13818979837808,16889392
2021-01-22,76.27803039550781,79.83254518464565,74.88503932345411,79.64041202338804,42934185
2021-01-25,76.1339340209961,80.69716665947851,74.93308332665862,80.69716665947851,55671719
2021-01-27,72.96368408203125,76.66231002460026,72.67548431767462,76.51820647771652,47062543
2021-01-28,74.06847381591797,74.83702123828488,71.52266872491545,72.05104599396911,40097316
2021-01-29,72.43531036376953,75.50948499796343,72.05103670214267,75.46145537114161,28386915
2021-02-01,76.75837707519531,78.00725738708704,71.57070066200035,73.39599516489999,45909331
2021-02-02,80.3128890991211,80.79322935369647,76.51820401973985,78.29546149578663,47955673
2021-02-03,80.88929748535156,82.13818510289082,79.01597338845345,80.84126785662207,41816643
2021-02-04,86.07697296142578,86.94158689365365,81.12946682700976,81.60980708609073,94513383
2021-02-05,84.01152038574219,88.0463835362026,81.65785571169909,87.85424300746921,98504307
2021-02-08,86.46124267578125,88.04636692405263,84.05954149034288,84.53988172743055,70145365
2021-02-09,83.72331237792969,86.89355383237437,83.05083158741522,86.60535406164905,37086127
2021-02-10,84.6359634399414,86.41322116901678,82.95477230957601,84.58793380529225,57056934
2021-02-11,84.3477554321289,85.64467271198124,84.05954833464574,85.2123620657565,18482937
2021-02-12,83.86742401123047,85.02023786406325,82.61853622948519,84.53989753714764,18854969
2021-02-15,83.29100036621094,85.40450196403678,82.95476364115551,84.53988800717217,28371641
2021-02-16,86.701416015625,87.42192639802632,83.19493068872313,83.96347802838213,45833754
2021-02-17,87.51799774169922,88.81491503465602,86.26911740861196,87.32586456104303,66947755
2021-02-18,89.4393539428711,90.35200482428026,86.6533790002394,88.14243672130084,48616071
2021-02-19,87.51799774169922,91.12054984958539,85.836806758019,89.72756596630047,69544392
2021-02-22,86.55731964111328,88.86295452161028,85.50057245863043,87.37389667624042,38203233
2021-02-23,88.43064880371094,89.72756609857971,86.26911753579263,87.13372417943113,43925417
2021-02-24,90.35200500488281,90.78430830313349,88.43064398259428,89.19918399386331,27561130
2021-02-25,92.22532653808594,93.81045080384138,90.6402022723305,91.16857947071912,70938332
2021-02-26,91.40876007080078,92.6096108144282,89.34329532587938,91.07252332846735,50696555
2021-03-01,94.05062103271484,95.58770834422737,91.7930233567986,92.80173346931754,62133610
2021-03-02,96.404296875,96.83660754323371,94.14669892781725,96.06806013042576,67108317
2021-03-03,101.11162567138672,101.35179580362279,98.46975421678992,100.48718186169077,85272517
2021-03-04,105.00238037109375,109.51757573726962,98.70992023688117,99.71863768201494,147425687
2021-03-05,103.1290512084961,106.3473294488009,99.9107729681913,106.3473294488009,75015270
2021-03-08,104.76221466064453,107.45211574526185,103.94563034714298,104.61811111535539,57273663
2021-03-09,102.79281616210938,106.29930154380179,100.58324802312217,105.67485773674795,51804429
2021-03-10,103.1290512084961,104.95434564206633,101.6400008167127,104.81024209978777,43852673
2021-03-12,108.79706573486328,109.99791635003837,102.79281265898783,104.13776681386602,162828658
2021-03-15,107.1639175415039,109.66168548830952,103.75349868087739,109.51758194092612,101454870
2021-03-16,105.38664245605469,107.88441749012365,104.81023565181191,107.59621042329718,50275101
2021-03-17,99.23829650878906,106.15519303253875,98.37368261096775,104.90630547686236,64241698
2021-03-18,96.59642791748047,102.40854058759724,92.22532867855551,100.48717957346066,102669579
2021-03-19,100.05487823486328,100.63128508450095,92.51353757269452,96.06805258663574,118996777
2021-03-22,100.63128662109375,102.31247756703088,99.71864303934937,100.77539016805625,74913152
2021-03-23,100.43915557861328,101.78410250040812,99.91077833832887,100.82342193946265,41887531
2021-03-24,97.26890563964844,101.4478645642104,96.88463195395529,98.95009660132138,49603176
2021-03-25,94.77113342285156,98.18154482294713,92.80173545295466,97.79727848391315,78179436
2021-03-26,99.38240051269531,100.24701447833597,96.0680555287189,96.98069912447734,78988471
2021-03-30,99.52650451660156,101.20769549603541,98.75796446650699,101.20769549603541,47450305
2021-03-31,99.19026184082031,101.68802968037289,98.80598817410208,99.57453550753853,35702981
2021-04-01,100.91948699951172,101.3517902822215,99.47846628459861,99.81470298552959,34637782
2021-04-05,99.28633117675781,101.35179577937606,96.5003561776037,100.87145551501884,48340372
2021-04-06,100.583251953125,103.12905690940795,98.42172068769042,99.71864531048,56713336
2021-04-07,100.34308624267578,101.49590736611799,99.43044259985231,100.24701964807511,36218955
2021-04-08,100.82341766357422,102.55264553170447,100.58324753352339,100.87145462134866,36910799
2021-04-09,100.00685119628906,102.02427903483097,98.95010397890154,101.20770197273204,35350727
2021-04-12,88.57473754882812,97.02872872602843,86.36517683687175,97.02872872602843,125893617
2021-04-13,92.08123016357422,92.51354081300231,87.95030815530885,88.67081857494466,76861733
2021-04-15,90.44806671142578,92.89779748506096,89.63148978688072,90.97643656640895,38846301
2021-04-16,93.33010864257812,94.09864861694798,90.35200066689808,91.264644176903,49515934
2021-04-19,90.1118392944336,91.21661607287783,88.19047817795878,88.76688504701902,43657515
2021-04-20,89.91969299316406,92.22532765030377,88.76687932929948,92.22532765030377,35631799
2021-04-22,90.54414367675781,91.26465410389382,88.76688608903788,90.30397353437914,34186730
2021-04-23,91.88909912109375,93.0899498484227,89.87167136506335,90.49610787974547,40943046
2021-04-26,92.51354217529297,93.33011919702237,91.74499478459994,91.93712796756763,24546834
2021-04-27,94.14669799804688,94.57900133259994,92.60961051702225,93.13798044487473,26892254
2021-04-28,94.0986557006836,95.25147674313803,93.81045593712811,94.72309951583672,32345591
2021-04-29,93.8104476928711,96.26017845015403,93.6183072046423,95.01129825901279,39809692
2021-04-30,94.96326446533203,97.41300263356152,92.4654966705044,93.13797007816207,40125740
2021-05-03,95.92394256591797,96.4523197512373,92.56156095238467,94.09864822411784,37404501
2021-05-04,97.0767822265625,99.33438027916384,96.06806461632641,96.64447153814203,55562146
2021-05-05,97.98941802978516,98.90206163849422,96.3082270341761,98.37369172323515,25421812
2021-05-06,98.8540267944336,100.53521770138175,97.6051391889364,98.5177900789261,35150275
2021-05-07,98.6618881225586,99.86273879264529,98.22958481309172,99.76667220492052,28791094
2021-05-10,105.62681579589844,106.15519299142079,99.14222255886594,99.6705997543883,70028129
2021-05-11,105.05042266845703,106.77965068885267,102.88889130766816,104.71418592266103,64737614
2021-05-12,102.40853881835938,106.20323115336733,101.01555503894016,106.01109065762678,61946163
2021-05-14,97.50907135009766,103.75349463852756,97.0287310971415,102.16837033789015,66640242
2021-05-17,99.38240051269531,100.1989848482182,97.65317991082496,98.46975691693687,40412520
2021-05-18,101.20770263671875,103.12906389163287,100.53522912926341,100.87146588299109,40666745
2021-05-19,100.15094757080078,102.792819089455,99.81471084339971,100.91949494435548,31394002
2021-05-20,98.90206146240234,101.30376288042486,98.42172117879785,101.0635927386226,19494462
2021-05-21,100.77539825439453,101.83214546789607,99.23831073208217,99.7666806741272,27004076
2021-05-24,103.08102416992188,103.70546065312949,100.39111574452436,101.44786286542666,41530007
2021-05-25,103.22512817382812,105.05042279094936,102.45658808674274,104.04171255238516,35294915
2021-05-26,101.9281997680664,104.04170126952694,101.64000001519263,103.7534941872426,26772472
2021-05-27,102.16838073730469,102.79282459559008,100.77539679370842,101.92821058638042,21200089
2021-05-28,101.20770263671875,103.27316745163373,100.96753247985448,102.984960331632,19973552
2021-05-31,102.26443481445312,102.74477505750721,99.71863738979476,101.15965811895705,29739476
2021-06-01,100.53521728515625,102.2164081851441,99.62256639894501,102.2164081851441,25038000
2021-06-02,103.84956359863281,104.13777068876303,100.24701161905898,100.39111516412409,31238619
2021-06-03,104.37794494628906,106.15520252724305,103.65743452189601,105.67486224431434,38360946
2021-06-04,103.89759826660156,104.81024181621211,102.79281421800259,104.81024181621211,19048139
2021-06-07,108.89314270019531,110.47826712923616,104.04171014999297,104.71418362684123,95358858
2021-06-08,112.44766235351562,114.51311969166785,109.51758371704092,109.90185740649169,93023993
2021-06-09,119.74882507324219,127.4822986542501,114.32097881488848,116.00216967981332,360661838
2021-06-10,122.58283996582031,125.27274117952761,120.18113852711141,122.96711366189597,140351463
2021-06-11,120.7575454711914,123.68762415974994,119.36456156775868,123.68762415974994,62530141
2021-06-14,118.54798889160156,121.28592716772334,112.01535780347646,121.28592716772334,86326236
2021-06-15,117.34713745117188,120.66148260904507,116.91482678096362,120.08507571151209,45450324
2021-06-16,120.99771881103516,122.87105038135729,115.42577572072453,117.2030333673804,84445896
2021-06-17,120.56001281738281,123.42933591901816,118.95514561119947,120.56001281738281,73801920
2021-06-18,118.12838745117188,121.28950123349597,113.75146067564619,120.94907507954625,73972898
2021-06-21,119.92780303955078,120.60865538390827,114.72411721341592,114.96727982507703,44593802
2021-06-22,118.12838745117188,121.6785628754672,117.59343418660333,120.80317603621535,44246677
2021-06-23,117.44754791259766,119.83053867006674,117.25302078082915,119.14968628814256,29338636
2021-06-24,115.59950256347656,118.12839220700181,114.96727829741177,117.44753987169136,28009357
2021-06-25,117.7879638671875,119.24693949086216,116.28036017516395,116.62078633654127,25945027
2021-06-28,119.19831085205078,120.12232577432904,117.49617263257647,118.66335015763678,27616278
2021-06-29,119.44147491455078,121.33814027113674,118.42018900209136,119.58736654141599,30981874
2021-06-30,118.76061248779297,120.51138617803149,118.371550843214,120.0250609774912,30099781
